word,weight,number_of_words
menyabot,-3,1
menekan,-3,1
kecipir,-3,1
bertentangan,-4,1
dwiganda,-3,1
bergaung,-3,1
keaiban,-5,1
meruak,-4,1
teknik,-4,1
khalwat,-3,1
wasit,-3,1
menampik,-4,1
ke-tidakjelasan,-5,1
empang,-3,1
berganggang,-3,1
pengukuhan,-3,1
menggunting,-3,1
jelukan,-3,1
pretel,-4,1
intimidasi,-5,1
hadang,-5,1
penyepit,-3,1
mencerup,-3,1
jariji,-4,1
penghukuman arestasi,-3,2
mendidis,-4,1
mendidih,-3,1
membabat,-4,1
bersendi,-4,1
bukat,-4,1
sunam,-3,1
pengotoran,-4,1
garis,-3,1
mengejutkan,-3,1
menanggulangi,-5,1
tertubruk,-4,1
kukul,-3,1
jembatan,-4,1
sambaran,-3,1
tumandang,-3,1
begana-begini,-4,1
alamiah,-3,1
hantam kromo,-4,2
Anda,-4,1
babil,-4,1
berpuaka,-3,1
mengazabkan,-3,1
pikat,-4,1
melaknat,-5,1
berpura-pura,-4,1
lungkang,-4,1
bercura,-4,1
kasim,-4,1
meloya,-4,1
membembam,-4,1
mengedut,-5,1
bertelimpuh,-3,1
cobaan,-5,1
hengkang,-4,1
akreditasi,-3,1
mendarat,-4,1
leler,-4,1
senior,-3,1
menindas,-5,1
dompleng,-3,1
dahiat,-5,1
menyemak,-5,1
menggeligis,-4,1
minimal,-3,1
menggarit,-3,1
haru biru,-5,2
cempung,-4,1
memadatkan,-3,1
parlemen,-3,1
tanggungan,-3,1
ceruk,-3,1
talenan,-5,1
odoh,-5,1
budek,-3,1
jaruman,-5,1
barbar,-5,1
tampuk,-3,1
sobek,-3,1
berperang hati,-4,2
tidak,-5,1
kebingungan,-3,1
peniti,-4,1
munding,-3,1
letup,-3,1
letus,-4,1
modar,-5,1
berduyun-duyun,-3,1
menengking,-5,1
mengayun,-3,1
menempel,-3,1
singkat akal,-3,2
menyalak,-3,1
kebun,-4,1
hasad,-5,1
penyanggah,-4,1
ziarah,-4,1
menggilas,-4,1
selektif,-3,1
anak cucu,-3,2
bergelegak,-3,1
muntup,-3,1
berbadan dua,-3,2
mengudak,-4,1
alahan,-3,1
kekerasan,-4,1
kelamin,-3,1
mengoyok,-4,1
kunjung,-3,1
gelung,-3,1
berongga,-3,1
kelengar,-4,1
lopak-lapik,-4,1
setimpal,-5,1
mariyuana,-3,1
mahkamah,-3,1
bertaburan,-5,1
terjerohok,-4,1
ringkik,-3,1
caba,-4,1
anekdot,-4,1
tenggarang,-4,1
mengembus,-4,1
kobaran,-3,1
menggelingsir,-3,1
leduk,-4,1
serengit,-4,1
sentilan,-5,1
menggelinyau,-3,1
menggondol,-5,1
kelimut,-3,1
gorong-gorong,-4,1
aksa,-4,1
berdengus,-3,1
memikat,-4,1
serik,-3,1
otak ayam,-5,2
mengenyam,-3,1
membegal,-5,1
pengingkaran,-3,1
grup,-4,1
meruntun,-5,1
ua,-4,1
semua,-3,1
uber,-3,1
hinaan cacian,-5,2
benah hati,-3,2
luncas,-3,1
pengecoh,-4,1
darat,-3,1
syak,-3,1
lakon,-4,1
bergumam,-3,1
bimbang,-5,1
tengkoh,-3,1
mengorup,-5,1
cura,-3,1
pranatal,-3,1
berkerubung,-4,1
sepit,-3,1
uras,-3,1
beradu mulut,-4,2
boleh juga,-3,2
kulak,-3,1
cantrik,-3,1
titi,-3,1
bergerombol,-4,1
invalid,-5,1
betul,-4,1
yang,-5,1
besi tua,-4,2
brokat,-4,1
bercempera,-5,1
menggagalkan,-3,1
menilai,-4,1
khatimah,-3,1
argumen,-4,1
keropok,-3,1
draw,-3,1
terkuak,-5,1
beramuk,-4,1
membeslah,-4,1
cacing pita,-4,2
lelung,-3,1
tubuh,-4,1
batang,-4,1
beol,-5,1
caruk,-4,1
mencengkam,-4,1
kenan,-3,1
bagus,-4,1
berbanding,-3,1
carut,-5,1
sipongang,-3,1
membajak,-5,1
info,-3,1
ladang,-4,1
awur,-4,1
aiku,-5,1
berkhianat,-5,1
pasokan,-3,1
bergoyah,-4,1
menuntut,-3,1
cengger,-3,1
timpuk,-5,1
centang,-5,1
cacing palolo,-4,2
balik gagang,-5,2
cacing hitadid,-4,2
reaksi,-5,1
berlipat ganda,-3,2
melandai,-3,1
berkeping-keping,-5,1
mengagak-agak,-3,1
jalan layang,-4,2
gamat,-5,1
terkocok,-3,1
bentak,-5,1
berumpun,-3,1
bentan,-4,1
ngeang,-4,1
kematian,-5,1
miskin,-5,1
kesuraman,-5,1
pekuk,-3,1
asmara,-4,1
praduga,-3,1
merejeng,-3,1
berbiak,-3,1
trayek,-4,1
arik,-3,1
mewakili,-3,1
implikasi,-3,1
terpulang,-3,1
memosisikan,-5,1
demonstrasi,-3,1
mengambang,-5,1
kepenatan,-4,1
kekecewaan,-3,1
caci maki,-5,2
menangkal,-4,1
membandingkan,-3,1
travesti,-5,1
memangku,-3,1
fatal,-5,1
celih,-4,1
manasuka,-4,1
perang mulut,-5,2
peradam,-5,1
bertasyakur,-4,1
goyang,-4,1
menyayung,-4,1
embah,-3,1
sabil,-4,1
terpuruk,-4,1
manifestasi,-3,1
pembarut,-3,1
memantang,-4,1
sabit,-3,1
bahaya,-5,1
berbohong,-4,1
menaklukkan,-4,1
mengoleng,-3,1
beloon,-3,1
terkam,-4,1
horor,-5,1
lutu,-4,1
suka hati,-3,2
bantar,-4,1
akut,-5,1
mengikhtisarkan,-3,1
terguncang,-3,1
tanggul,-3,1
usak,-3,1
serampangan,-5,1
presentasi,-3,1
kikis,-5,1
comblang,-5,1
jalang,-4,1
menghasut,-4,1
polusi,-4,1
sumarah,-4,1
seleder,-5,1
firasat,-4,1
buncah,-5,1
yunior,-4,1
korup,-5,1
kabil,-4,1
kapuk,-3,1
fosil,-4,1
puaka,-4,1
ogel,-4,1
kecaman,-5,1
biji mata,-3,2
berbisa,-5,1
purbasangka,-3,1
soal jawab,-3,2
kafe,-4,1
menampakkan diri,-3,2
kecapan,-4,1
jarum,-4,1
awut-awutan,-5,1
terjepit,-4,1
tugal,-4,1
kicik,-3,1
bermesraan,-3,1
gelopak,-4,1
menyenangkan,-3,1
rekam,-3,1
mendapati,-4,1
kekhawatiran,-4,1
peretel,-4,1
ngotot,-4,1
kontak,-4,1
memanjatkan doa,-3,2
tutur kata,-4,2
bertunangan,-4,1
karangan,-4,1
bilik,-3,1
pertentangan,-5,1
tumbang vertikal,-3,2
serasi,-4,1
tersusul,-3,1
ikat rambut,-4,2
berperai-perai,-5,1
upah,-3,1
meleja,-5,1
mencebur,-5,1
ketenangan,-4,1
manggak,-5,1
menengkar,-5,1
getun,-4,1
si polan,-3,2
burai,-5,1
tengku,-4,1
kecantol,-3,1
bala bencana,-5,2
menceng,-4,1
berceloteh,-4,1
sesat pusat,-4,2
bendoro,-4,1
menipu,-3,1
aksioma,-3,1
ekor,-3,1
broker,-3,1
menghadiahkan,-3,1
berwarna,-3,1
mencerkau,-4,1
terempas,-5,1
ganda,-3,1
belas,-3,1
mengejar,-4,1
tua bangka,-3,2
walau,-3,1
jelas,-3,1
penggali,-4,1
daki,-4,1
pembudayaan,-5,1
bulan-bulanan,-4,1
menyesalkan,-5,1
menghancurluluhkan,-4,1
bahtera,-3,1
jiplak,-3,1
dedemit,-4,1
pembelit,-3,1
janggal,-4,1
bertingkuh,-4,1
menaruh syak,-3,2
kepincangan,-4,1
sudi,-3,1
meraut,-3,1
berdesakan,-3,1
penghalang,-5,1
penis,-5,1
urgen,-4,1
memidana,-3,1
badai,-4,1
seringing,-4,1
jajah,-5,1
anak bukit,-4,2
merisak,-4,1
redang,-4,1
salak,-3,1
ancai,-5,1
menyawar,-5,1
terambau,-5,1
rida,-3,1
berhujah,-4,1
wejangan,-3,1
sosi,-5,1
gembol,-4,1
sirkuler,-3,1
timah panas,-3,2
aru-aru,-4,1
menukik,-4,1
lorong,-4,1
mempertaruhkan,-3,1
roda,-5,1
daras,-5,1
menggadaikan,-3,1
sudu,-3,1
jeran,-3,1
memegat,-3,1
menegangkan,-4,1
slip,-5,1
hangat,-3,1
menjerit,-3,1
hisap,-3,1
terpojok,-4,1
silu,-5,1
pentung-pentungan,-4,1
deraan,-5,1
talas,-3,1
menggebos,-5,1
berdusta,-4,1
cuai,-4,1
berpencaran,-3,1
resap,-3,1
menjelek-jelekkan,-4,1
usul,-3,1
sepenuhnya,-3,1
tedak,-4,1
pales,-4,1
mendesak,-4,1
menggempur,-4,1
rintik,-3,1
solokan,-4,1
brengsek,-5,1
menggaduhkan,-4,1
hawa,-4,1
sulalah,-3,1
membatasi,-3,1
ranyah,-5,1
menjunam,-4,1
terjang,-3,1
alkisah,-4,1
merandu,-4,1
gulana,-4,1
kromatis,-3,1
belaian,-3,1
menggigih,-4,1
obral,-3,1
bergurau senda,-4,2
batal,-5,1
batas,-3,1
gelagat,-4,1
gegetun,-4,1
menggali-gali,-4,1
berawan,-3,1
cecap,-5,1
melepek,-4,1
pegal hati,-4,2
wedus,-3,1
penyangga,-3,1
penyertifikatan,-4,1
banyak,-3,1
butut,-5,1
rendah,-5,1
memerusa,-4,1
ciuman,-3,1
plongah-plongoh,-3,1
sobat,-4,1
penanggalan,-4,1
wawa,-3,1
beradu lidah,-3,2
memorakporandakan,-3,1
lengkap,-3,1
butuh,-5,1
murka,-4,1
mengandung,-3,1
ikat janji,-4,2
dungu,-5,1
terlulur,-3,1
kelati,-3,1
raba,-3,1
menuju,-4,1
menjamin,-5,1
engkau,-4,1
mencempung,-4,1
perantara,-4,1
buhuk,-4,1
semprotan,-5,1
bergosokan,-3,1
lindap,-3,1
sungguhpun,-3,1
auta,-4,1
harap-harap,-5,1
geretan,-4,1
ingar,-5,1
labuda,-3,1
nihil,-4,1
selokan,-4,1
juru damai,-3,2
berhantaran,-5,1
kelesuan,-5,1
suram,-5,1
titian,-4,1
surah,-4,1
menghukumkan,-3,1
amburadul,-5,1
ceceran,-3,1
mencoret,-3,1
buang air,-5,2
pemerasan,-4,1
mencekuh,-3,1
langka,-5,1
riang gembira,-3,2
ambalan,-4,1
bentang,-3,1
mengentak,-3,1
keributan,-5,1
terhambat,-4,1
tentu,-3,1
menodai,-5,1
berguyub,-3,1
globe,-3,1
cerai-berai,-5,1
randek,-3,1
segera,-3,1
lerak,-4,1
banal,-3,1
bogem,-5,1
kritik,-5,1
menir,-4,1
menerjunkan,-5,1
kehampaan,-3,1
menyangkak,-5,1
menggelisahi,-4,1
ladah,-5,1
calit,-5,1
terlanggar,-4,1
bertumbangan,-3,1
mengeruh,-3,1
menginjeksi,-3,1
bangang,-3,1
tunjangan,-3,1
residivis,-5,1
deras,-3,1
kritis,-5,1
bersekutu,-5,1
bobot,-5,1
terperuk,-4,1
lajat,-5,1
benar,-4,1
berlinang,-3,1
celonok,-3,1
bertamu,-4,1
kaus,-4,1
membuncahkan,-4,1
kewalahan,-3,1
kernyih,-4,1
mudik,-3,1
melankoli,-5,1
hardikan,-5,1
kanak-kanak anyir,-3,2
menimbang,-3,1
menyatu,-4,1
meragu,-4,1
berdasarkan,-4,1
mencirit,-5,1
lungse,-4,1
cerabah,-5,1
orang halus,-4,2
bufer,-3,1
mengabar,-5,1
sempurna,-3,1
kerajaan,-3,1
bimbing,-3,1
buas,-5,1
berkuat,-4,1
belit,-3,1
tertanam,-5,1
sajen,-4,1
anak penak,-3,2
liplap,-3,1
kocok,-3,1
cacian,-5,1
zat pemabuk,-3,2
gamak,-4,1
retas,-3,1
pariwara,-3,1
gamam,-4,1
aru,-5,1
terlewat,-3,1
tenggang,-4,1
menyedot,-3,1
adegan,-4,1
capak,-4,1
kufur,-5,1
capai,-5,1
kerbau,-3,1
bercak,-5,1
lumer,-3,1
layak,-5,1
menyirapkan,-4,1
menyelak,-4,1
kumbang,-4,1
vagina,-4,1
ulasan pers,-3,2
gulung tikar,-5,2
mengabsorpsi,-3,1
cabik,-3,1
kelatahan,-5,1
berpuak-puak,-4,1
memberhentikan,-5,1
mengekol,-3,1
seladang,-3,1
ihwal,-4,1
cendekia,-4,1
gohong,-3,1
mengubur,-3,1
amandel,-5,1
kepetangan,-3,1
berpasangan,-3,1
kelompang,-3,1
selesai,-4,1
berteraskan,-4,1
udi,-5,1
tilas,-3,1
sakit-sakitan,-4,1
asal-asalan,-5,1
hampa,-5,1
pembendung,-3,1
melenyapkan,-5,1
timburu,-5,1
menampel,-3,1
tepian mata,-3,2
menangap,-5,1
sediaan,-3,1
paralelogram,-4,1
labrak,-4,1
cerita,-4,1
belanja,-3,1
unam,-3,1
cema,-5,1
idap,-5,1
perban,-3,1
lipat dua,-3,2
boksen,-5,1
pijat-pijat,-5,1
menyambung nyawa,-3,2
pampat,-5,1
minhaj,-4,1
defekasi,-5,1
abdi negara,-3,2
lalat hijau,-5,2
membawat,-5,1
mengirap,-3,1
mengirat,-5,1
asah,-3,1
menolok,-3,1
beranak cucu,-3,2
perlina,-3,1
mil,-3,1
terban,-4,1
bunda,-5,1
pengesahan,-3,1
anglo,-4,1
membongkar,-4,1
krista,-4,1
hitam,-4,1
blobor,-3,1
merampus,-5,1
jari,-4,1
menghembalang,-3,1
destar,-4,1
mencekak,-4,1
cemburu,-5,1
resonansi,-3,1
gurun,-3,1
tumpul,-3,1
guruh,-3,1
induk semang,-4,2
bergerombolan berkawanan,-4,2
kepala udang,-3,2
pancaran,-3,1
sendal,-3,1
bosun,-4,1
gurub,-5,1
batuk-batuk,-4,1
ovipositor,-3,1
intrinsik,-4,1
dadah,-4,1
awi,-3,1
tumpur,-5,1
putau,-3,1
ampai,-4,1
ifrit,-4,1
lengkur,-3,1
menyelentik,-4,1
embal,-4,1
melahap,-5,1
jangkit,-5,1
mencampurbaurkan,-4,1
bencana,-5,1
berparak,-4,1
tunasusila,-5,1
ampas,-3,1
meralip,-5,1
kepalan,-5,1
berharap,-3,1
mulut gatal,-4,2
mencucuk,-3,1
menggalakkan,-4,1
tangkapan,-3,1
mengusap,-4,1
anak-anakan,-3,1
menghardik,-5,1
kejernihan,-3,1
beralih,-3,1
pendongkrak,-3,1
menundukkan,-4,1
cukupan,-3,1
timpang,-4,1
nis-,-3,1
liwa,-3,1
peng-antara,-3,1
ceker,-3,1
memvonis,-3,1
belinjo,-3,1
meracik,-4,1
mendasar,-4,1
rompoh,-4,1
sulfur,-3,1
terpancang,-3,1
terkencar-kencar,-4,1
menghantui,-4,1
bangkit,-4,1
lela,-4,1
silap,-4,1
gemal,-5,1
habis akal,-5,2
kidib,-3,1
menyelidiki,-5,1
kabar burung,-5,2
gemas,-5,1
perdebatan,-3,1
silam,-4,1
pemberian,-3,1
pengangkatan,-3,1
histeris,-4,1
tegur ajar,-5,2
berkorban,-3,1
merindingkan,-4,1
lali,-4,1
kemamang,-4,1
cepat,-3,1
garis bawah,-3,2
incang-incut,-4,1
memikul,-5,1
menarik,-4,1
meningkah,-5,1
ganar,-4,1
ganas,-5,1
mengesup,-3,1
bir,-5,1
influensa,-3,1
terhindar,-4,1
durjana,-5,1
tabrak,-3,1
biarpun,-3,1
setek,-4,1
kantong perut,-5,2
menconteng,-3,1
pelesit,-4,1
lumut,-3,1
menyimpang,-4,1
berkawan,-3,1
dialog,-3,1
ujung,-3,1
ikat,-5,1
meneguhkan,-3,1
pengiriman,-5,1
lepasan,-3,1
khasi,-4,1
jenaka,-3,1
mencalit,-3,1
goncang,-3,1
bergumul,-4,1
membencanai,-4,1
gelisah,-5,1
redam,-5,1
kenestapaan,-3,1
sidik midik,-3,2
stagnasi,-5,1
lingkup,-5,1
blaster,-3,1
merentak,-3,1
bertubrukan,-4,1
penuh sesak,-3,2
kakas,-3,1
celomok,-4,1
terpaut,-4,1
cacing rambut kuda,-4,3
moncong,-3,1
sentakan,-5,1
bergesel,-3,1
rempak,-4,1
bangsawan,-3,1
bergesek,-3,1
kukur,-3,1
diskredit,-4,1
kelam,-4,1
bujukan,-3,1
mengamput,-3,1
jahit,-5,1
adil,-3,1
penyalut,-3,1
terpukul,-4,1
teralienasi,-3,1
kukuh,-4,1
bergeser,-4,1
biasa,-4,1
tali jantung,-3,2
bertitikan,-3,1
berlengkesa,-3,1
durkarsa,-5,1
sesat,-4,1
puncak,-3,1
puatang,-5,1
tangkas,-4,1
komunikasi,-4,1
pusang,-5,1
sempelah,-4,1
menurunkan,-5,1
berbakti,-3,1
menguntungkan,-4,1
romong,-4,1
morat-marit,-3,1
terpacak,-3,1
jalur,-4,1
gebu,-3,1
tekak,-5,1
murca,-4,1
lisut,-4,1
mencemplung,-5,1
distingsi,-4,1
gerobak,-4,1
buletin,-3,1
berlalu,-5,1
kekecohan,-5,1
teologis,-4,1
menjeramah,-4,1
menjiplak,-3,1
garwa ampil,-5,2
mungil,-4,1
sumpit,-3,1
sara,-3,1
penganggur,-4,1
menggerenyam,-3,1
epigon,-3,1
merayau,-4,1
merentang-rentang,-5,1
merayap,-3,1
memipihkan,-3,1
berbantah,-5,1
aparat,-3,1
kucar-kacir,-5,1
berdaulat,-3,1
menyaman,-4,1
krisis,-4,1
pengap,-4,1
adon,-4,1
spektakel,-3,1
keras kepala,-4,2
menyeruput,-3,1
lawas,-4,1
cagaran,-3,1
padang pasir,-3,2
minim,-3,1
menyingkapkan,-4,1
terserak,-3,1
selebaran,-3,1
terbuka,-3,1
meleting,-3,1
menggarong,-5,1
berbeda,-4,1
cembung,-3,1
kuwur,-4,1
cerita rekaan,-4,2
tercengang-cengang,-3,1
agar,-3,1
bosman,-4,1
sama-sama,-4,1
kebisuan,-4,1
domot,-5,1
keterlibatan,-3,1
sirna,-5,1
aba-aba,-3,1
karavan,-4,1
suka mengganggu,-4,2
terluang,-3,1
memenggal lidah,-5,2
ekofraksia,-5,1
baterai,-3,1
pertiwi,-3,1
penelik,-3,1
kelebihan,-3,1
menggeramus,-4,1
sayu rawan,-3,2
menyepuk,-5,1
sajak,-3,1
prosa,-4,1
berkupak,-3,1
cerna,-5,1
cemoohan,-4,1
menggila,-4,1
beleter,-4,1
menjahatkan,-4,1
anom,-4,1
begal,-5,1
tarekat,-4,1
rawak,-5,1
tupai,-5,1
kasemat,-3,1
rawan,-5,1
abnormalitas,-4,1
mencukupi,-3,1
jalanan,-4,1
cemuas,-4,1
dam,-3,1
ekspirasi,-3,1
menyinggang,-4,1
mengimbangi,-5,1
penarung,-4,1
merasi,-3,1
cacing gelang-gelang,-4,2
ludes,-5,1
pedas,-4,1
pedar,-4,1
waswas,-3,1
menonjok,-3,1
aju,-3,1
buang hajat,-5,2
membosankan,-3,1
bala,-5,1
ketaksaan,-5,1
rombengan,-4,1
pemerdaya,-4,1
memarap,-3,1
larat,-3,1
pelor,-3,1
gastroenterologi,-5,1
bangbung,-4,1
membentur,-3,1
karang,-3,1
ongok,-3,1
tersaku,-3,1
menagak,-5,1
safih,-4,1
tulang punggung,-3,2
berpijar,-3,1
mengganas bercabul,-4,2
titisan darah,-3,2
jaras,-5,1
menghentikan,-5,1
rengsa,-5,1
menyerang,-3,1
jawab,-5,1
kalimat,-3,1
membeset,-4,1
jantung hati,-3,2
cuca,-3,1
bebel,-5,1
sukaria,-3,1
konveks,-3,1
beli,-3,1
histeria,-5,1
menahan,-5,1
mengonsumsi,-4,1
beterjunan,-5,1
menguyuh,-3,1
komunitas,-3,1
silang sengketa,-4,2
berbenturan,-4,1
korek api,-4,2
lambat-lambat,-4,1
adu,-3,1
pemantik api,-4,2
bulus,-5,1
detak,-3,1
tergolong,-3,1
besot,-3,1
resultan,-3,1
perhiasan,-4,1
mengerubuti,-4,1
buluh,-3,1
nira,-3,1
resurjensi,-5,1
tonton,-4,1
tiup,-3,1
merenungi,-3,1
melalap,-4,1
muring,-5,1
kepercayaan,-3,1
geletar,-4,1
bertengkaran,-4,1
iringan,-4,1
menyeka,-4,1
menyelekehi,-3,1
cincong,-5,1
penghilangan,-3,1
melalah,-4,1
melalak,-3,1
bingit,-5,1
ronggang,-3,1
tunggakan,-4,1
kisi-kisi,-4,1
rumbing,-4,1
lahir kembali,-3,2
lenyap daratan,-4,2
jenazah,-4,1
pagi,-3,1
candal,-5,1
canda,-3,1
bercat,-3,1
isi,-5,1
puspamala,-3,1
gempil,-4,1
membeber,-4,1
kritikan,-5,1
tetas,-4,1
baret,-3,1
mencekam,-4,1
pengikat,-3,1
mengaduk,-4,1
supaya,-3,1
dakap,-3,1
kelelahan,-3,1
kisi,-3,1
bergabung,-4,1
sadur,-3,1
bertempiar,-3,1
tuil,-3,1
silap mata,-5,2
dekat,-4,1
bantai,-5,1
melintang,-4,1
handai,-4,1
serutu,-3,1
pesawat,-3,1
empos,-3,1
gempur,-4,1
ganteng,-4,1
sambar,-3,1
mampu,-4,1
bedeng,-3,1
berguncang,-5,1
kelompok,-5,1
menyilam,-3,1
belam,-3,1
usah,-5,1
belai,-4,1
cegat,-3,1
merajalela,-4,1
lancut,-4,1
tertabrak,-4,1
tampil,-3,1
tampik,-4,1
penipu,-4,1
mengganjarkan,-3,1
kereseng,-4,1
tikai,-4,1
bermoral,-4,1
sasana,-3,1
meliputi,-3,1
restoran,-4,1
iris,-4,1
bisul,-4,1
palka,-3,1
kejorokan,-5,1
lembu,-3,1
sarung,-3,1
menafakurkan,-3,1
gundal,-3,1
berbalik,-5,1
teliti waskita,-3,2
gundah,-5,1
yuwaraja,-4,1
cacing kentar,-4,2
bangkrut,-5,1
berusuh,-5,1
terbang pikiran,-4,2
kera,-3,1
pacak,-4,1
berpacaran,-3,1
cengkedi,-4,1
menyanggupi,-5,1
cocor,-3,1
menyolidkan,-3,1
kampungan,-5,1
ayal,-3,1
bahan,-3,1
bersuka-suka,-3,1
nuzul,-4,1
teriris,-5,1
berjejal-jejal,-3,1
jejap,-4,1
belang,-5,1
teragung,-4,1
alat negara,-3,2
banci,-5,1
mengingsar,-3,1
bertikai,-5,1
hancai,-5,1
menggemuruh,-4,1
menuguri,-3,1
mulus,-5,1
kitab,-3,1
ilat,-5,1
sempuras,-3,1
menyelar,-4,1
menyadran,-4,1
mencium tanah,-5,2
mangkir,-3,1
pasukan,-5,1
berantakan,-5,1
bacar mulut,-4,2
menguit,-4,1
kemesuman,-5,1
gamblang,-5,1
berkemam,-3,1
berkemal,-4,1
berkeluarga,-4,1
bersalahan,-4,1
mambang,-4,1
pengetam,-3,1
mengecewakan,-3,1
lalai,-4,1
ragu-ragu,-3,1
kuning,-4,1
gaib,-5,1
gilas,-4,1
ajuk,-5,1
sesalan,-5,1
menerjang,-3,1
mengempang,-5,1
mengencang,-3,1
kenistaan,-5,1
mengazab,-3,1
beloh,-5,1
berkenalan,-3,1
belot,-5,1
mengguncangkan,-4,1
meronta,-3,1
melenceng,-3,1
menyapu-nyapu,-4,1
kecut,-4,1
ekspres,-3,1
jeblok,-5,1
mengerinyau,-3,1
gertak,-5,1
berkurap,-4,1
buari,-4,1
mendekap,-3,1
duri,-4,1
mendakwa,-4,1
kanji,-3,1
berperang mulut,-3,2
bermula,-4,1
dura,-3,1
alku,-5,1
menyampuk,-3,1
lelap,-5,1
terselubung,-5,1
meleset,-3,1
kepompong,-5,1
tercelampak,-5,1
lubang jarum,-5,2
kurbal,-3,1
menghinggut,-3,1
gegar,-3,1
melelapkan,-3,1
jalan setapak,-4,2
jalan tikus,-4,2
sentong,-3,1
balai,-3,1
tangis,-5,1
kejangkitan,-4,1
meteor,-4,1
menyunggit,-4,1
batu loncatan,-3,2
bondong,-4,1
gerenyot,-4,1
menghitamkan,-4,1
berlebih,-3,1
derum,-4,1
memberangsangkan,-4,1
genap,-3,1
mencoreng,-4,1
musnah,-5,1
memijak,-3,1
nona,-3,1
cerita anak,-4,2
menggerinjam,-4,1
keseleo,-3,1
grecok,-4,1
menyorong,-3,1
kecerobohan,-5,1
genah,-5,1
mengemu,-3,1
terselip,-3,1
hubung,-3,1
fakta,-3,1
rembas,-5,1
rampak,-5,1
tengkingan,-5,1
terpencil,-5,1
kepinding,-5,1
kekeliruan,-5,1
abar-abar,-5,1
leyu,-4,1
sebanding,-3,1
gebos,-3,1
pilak,-5,1
cacing keremi,-4,2
nyenyeh,-4,1
kantong kering,-4,2
penggaruk,-3,1
senewen,-4,1
menetapkan,-5,1
kacang botor,-3,2
anjing,-5,1
anjiang,-5,1
anjir,-5,1
anjay,-5,1
asu,-5,1
asoe,-5,1
babi,-5,1
biadap,-5,1
biji,-5,1
bajingan,-5,1
banci,-5,1
bangsat,-5,1
bego,-5,1
bengak,-5,1
berak,-5,1
bokong,-5,1
bodoh,-5,1
bongak,-5,1
edan,-5,1
fak,-5,1
fuck,-5,1
fakboi,-5,1
fap,-5,1
gigolo,-5,1
goblok,-5,1
gila,-5,1
gilo,-5,1
homo,-5,1
jablay,-5,1
jalang,-5,1
jancuk,-5,1
kampret,-5,1
kafir,-5,1
kontol,-5,1
koruptor,-5,1
kentot,-5,1
kunyuk,-5,1
kufar,-5,1
kimak,-5,1
laknat,-5,1
lonte,-5,1
maho,-5,1
memek,-5,1
monyet,-5,1
ngentot,-5,1
pantat,-5,1
pantak,-5,1
pantek,-5,1
pecun,-5,1
pelakor,-5,1
pelacur,-5,1
perek,-5,1
peler,-5,1
pepek,-5,1
pukimak,-5,1
setan,-5,1
syaithon,-5,1
saiton,-5,1
shit,-5,1
sial,-5,1
sialan,-5,1
sinting,-5,1
sintiang,-5,1
silit,-5,1
sontoloyo,-5,1
tai,-5,1
telek,-5,1
tolol,-5,1
budi baik,3,2
